"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,22,33,2,123,3079,0.05,0.00,23,34,57,59,86,110,120,120,120,120,120,120
"POST","/",32,0,270,322,163,747,2524,0.05,0.00,290,360,470,470,520,640,750,750,750,750,750,750
"GET","/analysis.html",8,0,15,31,10,81,52059,0.01,0.00,16,47,57,57,81,81,81,81,81,81,81,81
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,111855,111855,111855,111855,6914762,0.00,0.00,112000,112000,112000,112000,112000,112000,112000,112000,112000,112000,112000,112000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",6,0,5900,55936,2795,180023,3512018,0.01,0.00,6000,6000,138000,138000,180000,180000,180000,180000,180000,180000,180000,180000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,141350,141350,141350,141350,658134,0.00,0.00,141000,141000,141000,141000,141000,141000,141000,141000,141000,141000,141000,141000
"GET","/compare.html",14,0,23,45,17,156,108023,0.02,0.00,25,31,55,92,100,160,160,160,160,160,160,160
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",6,0,11000,112555,10254,215662,13911284,0.01,0.00,212000,212000,216000,216000,216000,216000,216000,216000,216000,216000,216000,216000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",6,0,9000,111908,6466,216881,14042800,0.01,0.00,215000,215000,216000,216000,217000,217000,217000,217000,217000,217000,217000,217000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,196011,196475,196011,196938,2422313,0.00,0.00,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000,197000
"GET","/measure.html",15,0,73,176,12,1154,46273,0.03,0.00,73,76,130,140,570,1200,1200,1200,1200,1200,1200,1200
"POST","/measureResults.html",15,0,138000,122606,3167,211513,1885223,0.03,0.00,138000,142000,210000,210000,210000,212000,212000,212000,212000,212000,212000,212000
"GET","/movers.html",8,0,45,68,8,223,3745,0.01,0.00,47,51,84,84,220,220,220,220,220,220,220,220
"POST","/moversResult.html",8,0,51000,39963,16672,54344,16044,0.01,0.00,52000,52000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000
"GET","/prediction.html",10,0,55,213,23,996,40373,0.02,0.00,56,69,110,710,1000,1000,1000,1000,1000,1000,1000,1000
"POST","/predictionResult.html",10,0,73000,130700,6225,232260,326538,0.02,0.00,228000,229000,230000,230000,232000,232000,232000,232000,232000,232000,232000,232000
"None","Aggregated",174,0,170,33402,2,232260,1357023,0.30,0.00,170,640,7800,51000,196000,216000,229000,230000,232000,232000,232000,232000